id,name,category,release,cover_photo,description,requirements,download
226,Motorsport Manager ,3,,http://oceanofgames.com/wp-content/uploads/2016/11/Motorsport-Manager-Free-Download.png,"<p>In <a href=\""http://oceanofgames.com/motorsport-manager-free-download/\"" target=\""_blank\"">Motorsport Manager</a> you are going to play as a manager of a high performance motorsport team. In this management game you are going to hire different drivers and need to build the cars. You need to embed yourself in a very dynamic world of racing. In the high speed environment you need to make split second decisions in racing tracks. You need to make the effective decisions as your decisions will give your victory or it will be an epic failure. You need to manage the driver effectively as they are of different personalities. Pick the right team for the job so that you can win the race. In the factory you can build new cars and parts. You can use the latest technology in order to create one heck of a machine. The game features a dynamic weather system and some awe-inspiring visuals. You can also download <a href=\""http://oceanofgames.com/bang-bang-racing-free-download/\"" target=\""_blank\"">Bang Bang 3</a>.</p>",<ul><li>Operating System: Windows 7/8/8.1/10</li><li>CPU: Intel Core i5 or later.</li><li>RAM: 6GB</li><li>Setup Size: 9.2GB</li><li>Hard Disk Space: 16 GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Motorsport_Manager.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""9.2GB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""85.25.43.116\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
227,Beholder ,5,,http://oceanofgames.com/wp-content/uploads/2016/11/Beholder-Free-Download.png,"<p>This game has been set in the future where a dictatorial state is controlling everything of your private and public life. The laws implemented by the state are oppressive and there is a total surveillance which means your privacy is no more. You are playing as a manager of an apartment building. And your main mission is to keep an eye on the renters of the building. Once they are away you need to search their belongings  and bug their apartments. You need to report instantly to the state if you find out that someone is breaching the code of conduct. Now the fate of the people is in your hand whether you will report the activities of someone and orphan his child or hold it for the safety of your citizens. You need to make effective strategies so that you can manage both the ends easily. With some awesome visuals’ and a gripping story <a href=\""http://oceanofgames.com/beholder-free-download/\"" target=\""_blank\"">Beholder</a> is an awesome game to play. You can also download <a href=\""http://oceanofgames.com/zenith-free-download/\"" target=\""_blank\"">Zenith</a>.</p>",<ul><li>Operating System: Windows 7/8/8.1/10</li><li>CPU: Intel Dual Core processor or later.</li><li>RAM: 2GB</li><li>Setup Size: 539.2MB</li><li>Hard Disk Space: 1.6 GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Beholder.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""539.2MB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""85.25.43.116\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
228,Order of Battle World War II Blitzkrieg ,4,,http://oceanofgames.com/wp-content/uploads/2016/11/Order-of-Battle-World-War-II-Blitzkrieg-Free-Download.jpg,"<p>Germany under the leadership of Adolf Hitler invaded Poland on 1<sup>st</sup> November, 1939 under the pretext of reclaiming Danzig city. Now Great Britain and France reacted instantly and declared war on Nazi Germany. These events led to the war that is known in the history as the bloodiest ever war i.e. WWII. Germany hit hard at the start of the war with modern aircraft and tank technology and all this resulted in a very brisk advancement. This advance of warfare is known as Blitzkrieg. This expansion will put the player in charge of German Wehrmacht and Luftwaffe. This expansion includes defeat of British-France alliance on the western side and invasion of Soviet Union ion eastern front. <a href=\""http://oceanofgames.com/order-of-battle-world-war-ii-blitzkrieg-free-download/\"" target=\""_blank\"">Order of Battle World War II Blitzkrieg</a> has got 140 new units and some new nations have also been included. Fight new wars and experience the WWII like never before as it has got staggering graphics. You can also download <a href=\""http://oceanofgames.com/battle-realms-free-download/\"" target=\""_blank\"">Battle Realms</a>.</p>",<ul><li>Operating System: Windows XP/Vista/7/8/8.1/10</li><li>CPU: Intel Pentium 4 or later.</li><li>RAM: 2GB</li><li>Setup Size: 1.3GB</li><li>Hard Disk Space: 2 GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Order_of_Battle_World_War_II_Blitzkrieg.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""1.3GB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""85.25.43.116\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
229,Tyranny ,5,,http://oceanofgames.com/wp-content/uploads/2016/11/Tyranny-Free-Download.jpg,"<p>In <a href=\""http://oceanofgames.com/tyranny-free-download/\"" target=\""_blank\"">Tyranny</a> the war between the good and the bad has ended and the evil forces who are led by Kyros the Overload has won the battle. Now this merciless army is dominating the world and its denizens need to find their new roles in the war torn country. The game has got rich and original setting and it turns the typical 7 story totally and lets the player explore the good and evil in a new way. Now you make the decisions and make them sensibly as these decisions will alter the world and will have far reaching results. The game has got awesome graphics and the sound effects are commendable too. You may also like to download <a href=\""http://oceanofgames.com/divinity-original-sin-2-free-download/\"" target=\""_blank\"">Divinity Original Sin 2</a>.</p>",<ul><li>Operating System: Windows 7/8/8.1/10</li><li>CPU: Intel Core 2 Quad or later.</li><li>RAM: 6GB</li><li>Setup Size: 5.6GB</li><li>Hard Disk Space: 15 GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Tyranny.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""5.6GB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""85.25.43.116\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"",""<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Tyranny_Update_Fix.rar\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""20.6MB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""85.25.43.116\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
230,Yesterday Origins ,5,,http://oceanofgames.com/wp-content/uploads/2016/11/Yesterday-Origins-Free-Download.jpg,"<p>In <a href=\""http://oceanofgames.com/yesterday-origins-free-download/\"" target=\""_blank\"">Yesterday Origins</a> John Yesterday and his half Pauline will be taken to all across the world. The game has been set in the year 1481 and John Yesterday has been humiliated as well as dragged through the street. John Yesterday has been imprisoned by Spanish inquisition due to witchcraft. After that he undergoes a transformation which will make him immortal. But after every renaissance he forgets who he is. This game has got original story which has taken place in different places. This game has got different styles which include thriller, investigation, occultism and adventure etc. There are more than 10 different places which you can visit with more than 50 backgrounds. The game has got 25 colorful and imposing characters.  The game has got simple and smooth controllers and has got an original soundtrack.  You can also download <a href=\""http://oceanofgames.com/castlevania-lords-of-shadow-2-free-download/\"" target=\""_blank\"">Castlevania Lords of Shadow 2</a>.</p>",,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Yesterday_Origins.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""3.2GB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""85.25.43.116\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
231,Call of Duty Infinite Warfare ,1,,http://oceanofgames.com/wp-content/uploads/2016/11/Call-of-Duty-Infinite-Warfare-Free-Download.png,"<p><a href=\""http://oceanofgames.com/call-of-duty-infinite-warfare-free-download/\"" target=\""_blank\"">Call of Duty Infinite Warfare</a> has got three unique and challenging modes which includes Zombies, Campaign and Multiplayer. In the Zombies mode you will go back in the time in 1980 in an amusement park. In this park you will fight with the undead. In the Campaign mode you will be playing as Captain Reyes who was a pilot and now has become a Commander. You need to lead the remaining coalition forces against a very brutal and fanatical enemy. In the Multiplayer mode a fluid momentum based movement system has introduced. You will join one of the four new mission teams in order to unlock the weapons, calling cards and emblems. The game has got staggering graphics and the sound effects are also quite awesome. You may also like to download <a href=\""http://oceanofgames.com/call-of-duty-advanced-warfare-free-download/\"" target=\""_blank\"">Call of Duty Advanced Warfare</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows 7/8/8.1/10</li><li>CPU: Intel Core i3 or later.</li><li>RAM: 8GB</li><li>Setup Size: 63GB</li><li>Hard Disk Space: 70GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Call_of_Duty_Infinite_Warfare.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""63GB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""newval\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
232,Tabletop Simulator Darkrock Ventures ,4,,http://oceanofgames.com/wp-content/uploads/2016/11/Tabletop-Simulator-Darkrock-Ventures-Free-Download.jpg,"<p><a href=\""http://oceanofgames.com/tabletop-simulator-darkrock-ventures-free-download/\"" target=\""_blank\"">Tabletop Simulator Darkrock Ventures</a> is all about deep space asteroid mining. In this game you need to take control of your own Asteroid Mining operation. All you have is a little ship and a skeleton crew. In order to start the game you are required some resources and these are provided by Corporate Sponsors. After this all you have to do is to extract as much wealth as you can. But its not a easy ride for you as you will face many dangers and there is a rancorous alien who is known as Therion Marauders loiters in the shadows. It has got an awesome artwork by Naomi Robinson. You can also download <a href=\""http://oceanofgames.com/tabletop-simulator-viticulture-free-download/\"" target=\""_blank\"">Tabletop Simulator Viticulture</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows XP/Vista/7/8/8./10</li><li>CPU: Intel Core 2 Duo or later.</li><li>RAM: 4GB</li><li>Setup Size: 3.2GB</li><li>Hard Disk Space: 4GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Tabletop_Simulator_Darkrock_Ventures.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""3.2GB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""188.138.9.232\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
233,Clockwork Empires ,4,,http://oceanofgames.com/wp-content/uploads/2016/11/Clockwork-Empires-Free-Download.png,"<p>In <a href=\""http://oceanofgames.com/clockwork-empires-free-download/\"" target=\""_blank\"">Clockwork Empires</a> you will be playing as Colonial Bureaucrat that has been sent to the Clockwork Empire where you need to build a Frontier Colony. Now you need to design the buildings and manage the disruptive population. Your mission is to make the Frontier Colony a very well-populated colony with zealous overseers, labourers and soldiers. You can design your own floorplans and also need to arrange the machines, furniture and decorations. The people who are living there are need to be fed and for that you are required to farm cabbage, brew beer and chop the trees. The graphics of this game are awesome and you will surely love this game. You can also download <a href=\""http://oceanofgames.com/airline-tycoon-2-free-download/\"" target=\""_blank\"">Airline Tycoon 2</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows 7/8/8.1/10</li><li>CPU:Intel i5 or later.</li><li>RAM: 4GB</li><li>Setup Size: 1008.5MB</li><li>Hard Disk Space: 4 GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Clockwork_Empires.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""1008.5MB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""188.138.9.232\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
234,Blackfaun ,7,,http://oceanofgames.com/wp-content/uploads/2016/11/Blackfaun-Free-Download.jpg,"<p>In this game you will be playing as faun who has been given a mysterious task from her parents. This task has been given to her in order to prove her abilities to take the crown. Now she needs to battle her way through different dungeons on a journey of her self-discovery. On this long journey you will unleash different items from more than 100 mechanics. Blackfaun has got vibrant dungeons with loads of colors. You are going to deal with many cunning and unremitting enemies who will employ advanced tactics to exploit your flaws. <a href=\""http://oceanofgames.com/blackfaun-free-download/\"" target=\""_blank\"">Blackfaun</a> has got original story and an impressive soundtrack with staggering visuals. You can also download <a href=\""http://oceanofgames.com/crypt-of-the-necrodancer-free-download/\"" target=\""_blank\"">Crypt of the Necrodancer</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows XP/Vista/7/8/8.1/10</li><li>CPU: Intel Dual Core processor or later.</li><li>RAM: 2GB</li><li>Setup Size: 869.1MB</li><li>Hard Disk Space: 2 GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Blackfaun.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""869.1MB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""188.138.9.232\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
235,The Deep Paths Labyrinth Of Andokost ,7,,http://oceanofgames.com/wp-content/uploads/2016/11/The-Deep-Paths-Labyrinth-Of-Andokost-Free-Download.jpg,"<p><a href=\""http://oceanofgames.com/the-deep-paths-labyrinth-of-andokost-free-download/\"" target=\""_blank\"">The Deep Paths Labyrinth Of Andokost</a> is a first person role playing game where you will explore a  wide labyrinth filled with dangerous and fatal creatures. You also need to explore hidden treasures and also have to unravel the mysteries. You also have to make sure that your city is safe from all the harms. This is a tribute to all the dungeon crawlers games of 80s and 90s like Dungeon Master. There are keyboard shortcuts for all the party member’s attack and there is no food management in this game. This game has got awesome graphics and is surely a game to try out. You can also download <a href=\""http://oceanofgames.com/crypt-of-the-necrodancer-free-download/\"" target=\""_blank\"">The Crypt of the NecroDancer</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: WIndows 7/8/8.1/10</li><li>CPU: Intel Core 2 Duo or later.</li><li>RAM: 2GB</li><li>Setup Size: 986.3MB</li><li>Hard Disk Space: 3 GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""The_Deep_Paths_Labyrinth_Of_Andokost.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""986.3MB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""188.138.9.232\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
236,NOBUNAGAS AMBITION Sphere of Influence Ascension ,6,,http://oceanofgames.com/wp-content/uploads/2016/11/NOBUNAGAS-AMBITION-Sphere-of-Influence-Ascension-Free-Download.jpg,"<p>This historical simulation series has returned again and this time with some advanced and enhanced features. You will be playing as legendary Warring States Daimyo like Nobunaga Oda and Shingen Takeda. You will be working your way to the unification by making best use of different affairs. You will recreate the Battle of Sekigahara in your own way. It has got an alliance command which will let you make allies during different battles. You need to command your troops in the battlefield and come up with some effective strategies. <a href=\""http://oceanofgames.com/nobunagas-ambition-sphere-of-influence-ascension-free-download/\"" target=\""_blank\"">NOBUNAGAS AMBITION Sphere of Influence Ascension</a> has got awesome graphics and the sounds are impressive too. You can also download <a href=\""http://oceanofgames.com/sid-meier-civilization-v-free-download/\"" target=\""_blank\"">Sid Meier Civilization V</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows Vista/7/8/8.1/10</li><li>CPU: 1.6GHz Intel Pentium 4 or later.</li><li>RAM: 1GB</li><li>Setup Size: 8.5GB</li><li>Hard Disk Space: 10 GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""NOBUNAGAS_AMBITION_Sphere_of_Influence_Ascension.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""8.5GB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""188.138.9.232\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
237,Alice VR ,5,,http://oceanofgames.com/wp-content/uploads/2016/11/Alice-VR-Free-Download.jpg,"<p><a href=\""http://oceanofgames.com/alice-vr-free-download/\"" target=\""_blank\"">ALICE VR</a> is an imposing exploration game which is quite rich in 8s and is inspired by famous novel Alice’s 5s in Wonderland from Lewis Carroll. You have been forced to emergency land on a nearby planet due to an unexpected malfunction. Now your goal is to find sufficient fuel in order to escape from the planet. But it is not as simple as it looks as you will figure out the inhabitant of the planet disappear mysteriously. In this gripping adventure you will face some of the familiar faces like Mad Hatter and Cheshire Cat etc. This game has got more than 60 awesome 8s which you are required to solve. The graphics are futuristic and it has got electronic ambient sounds. You can also download <a href=\""http://oceanofgames.com/stay-close-free-download/\"" target=\""_blank\"">Stay Close</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows 7/8/8.1/10</li><li>CPU: Intel i5 or later.</li><li>RAM: 8 GB</li><li>Setup Size: 7.6GB</li><li>Hard Disk Space: 12 GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Alice_VR.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""7.6GB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""188.138.9.137\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
238,Pro Evolution Soccer 2017 ,9,,http://oceanofgames.com/wp-content/uploads/2016/10/Pro-Evolution-Soccer-2017-Free-Download.png,"<p>This award winning game has returned once again and has brought the game to a whole new level. Pro Evolution Soccer 2017 has got some awesome new features which make it an irresistible game like it has got adoptive AI and the players can control the ball in a very unique way that is based on how and where you control them. The game features loads of new animations that will bring the player to life as you will experience natural movement of the players. New and improved motions for the goal keepers have also been added. <a href=\""http://oceanofgames.com/pro-evolution-soccer-2017-free-download/\"" target=\""_blank\"">Pro Evolution Soccer 2017</a> has also got myClub Scout/Auction feature from where you can buy the players which you want. You can also download <a href=\""http://oceanofgames.com/pro-evolution-soccer-2009-free-download/\"" target=\""_blank\"">Pro Evolution Soccer 2009</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows Vista/7/8/8.1/10</li><li>CPU: 1.8GHz Intel Core 2 Duo or later.</li><li>RAM: 1GB</li><li>Setup Size: 10.8GB</li><li>Hard Disk Space: 11 GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Pro_Evolution_Soccer_2017.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""10.8GB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""78.142.19.53\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"",""<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Pro_Evolution_Soccer_2017_Fix.rar\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""10.7KB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""78.142.19.53\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
239,Dungeon of The Endless Complete Edition ,5,,http://oceanofgames.com/wp-content/uploads/2016/10/Dungeon-of-The-Endless-Complete-Edition-Free-Downloadd.jpg,<p> </p>,,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Dungeon_of_The_Endless_Complete_Edition.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""418.6MB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""188.138.9.232\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
240,Carmageddon Max Damage ,1,,http://oceanofgames.com/wp-content/uploads/2016/10/Carmageddon-Max-Damage-Free-Download.jpg,"<p>It is the latest installment in the famous Carmageddon series and you will really enjoy it. This game is about the racing sensations where pedestrians equal points. You are racing against some mad opponents who are driving some automotive killing machines. You can play this game in single player game against the AI opponents. Also there is a multiplayer mode where you can play online against the rest of the world. There is a career mode where you can progress yourself after every race and improve your skills. It’s a frenzied adventure where you will have the trademark violence and crazy Powerups. There is a Replay system where you can relive all the action for yourself. There are plenty of achievements, collectables and challenges. Altogether this game is really enjoyable and you will have a good hour playing <a href=\""http://oceanofgames.com/carmageddon-max-damage-free-download/\"" target=\""_blank\"">Carmageddon Max Damage</a>. You can also download <a href=\""http://oceanofgames.com/twisted-metal-2-free-download/\"" target=\""_blank\"">Twisted Metal 2</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows 7/8/10</li><li>CPU: Intel Core i3 3.1GHz or faster</li><li>RAM: 4GB of RAM is required</li><li>Setup Size: 10.1GB</li><li>Hard Disk Space: 20GB of free space is required.</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Carmageddon_Max_Damage.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""10.1GB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""188.138.9.137\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
241,Mordheim City of the Damned Undead ,7,,http://oceanofgames.com/wp-content/uploads/2016/10/Mordheim-City-of-the-Damned-Undead-Free-Download.jpg,"<p>This installment of the game adds the undead and 7 new types of campaigns which features Dramatis Pesonae and Katherina von Dernsbach. This game is set in the forsaken province of Sylvania which is situated beneath the world’s edge mountains. This place was always filled with mysteries and sinister doings and it descended into black plague. Since that time this province is a haunted place and it has the dark magic. As the empire is destroyed by civil strife Vlad has the opportunity. And he has sent the warbands into the Mordheim. There are many creatures but the Vampires are most fearsome of them and they are ruthless, intelligent and powerful. You are provided with all the melee weapons and long range weapons such as bow, longbow and short bow. All in all <a href=\""http://oceanofgames.com/mordheim-city-of-the-damned-undead-free-download/\"" target=\""_blank\"">Mordheim City of the Damned Undead</a> is very exciting and you will enjoy this game. You can also download <a href=\""http://oceanofgames.com/mordheim-city-of-the-damned-free-download/\"" target=\""_blank\"">Mordheim City of the Damned</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows Vista/7/8/10</li><li>CPU: Intel Dual Core 2.4GHz or faster</li><li>RAM: 4GB of RAM is required</li><li>Setup Size: 12.1 GB</li><li>Hard Disk Space: 14 GB of free space is required.</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Mordheim_City_of_The_Damned_Undead.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""12.1GB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""188.138.9.232\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
242,Through the Woods ,5,,http://oceanofgames.com/wp-content/uploads/2016/10/Through-the-Woods-Free-Download.jpg,"<p>This game is an exciting and spine-chilling Norse 10 adventure game. It is set in the forest on the western shore of Norway and it’s a story about a mother and her missing son. This game moves forward in a reactive narration where player experiences the mother retelling events about her son’s disappearance. You will follow her in her terrible quest of finding her son in a haunting place which is influenced by the Norse mythology. All the fear is generated in the forest when you are roaming it all alone and finding the son. The sound design and effects are really complementing the game. This game contains the strong storyline which directly delivers the felling of loneliness and loss. All in all <a href=\""http://oceanofgames.com/through-the-woods-free-download/\"" target=\""_blank\"">Through The Woods</a> is really amazing and you will love it. You may also like to download <a href=\""http://oceanofgames.com/dreadout-free-download/\"" target=\""_blank\"">DreadOut</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows 7/8/10</li><li>CPU: Intel Dual Core 2.8GHz or faster</li><li>RAM: 4GB of RAM is required</li><li>Setup Size: 5.0GB</li><li>Hard Disk Space: 10GB of free space is required</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Through_The_Woods.iso\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""5GB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""188.138.9.232\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"",""<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" target=\""_blank\"" method=\""post\""> <input type=\""hidden\"" name=\""filename\"" value=\""Through_The_Woods_Fix.rar\""><br> <input type=\""hidden\"" name=\""filesize\"" value=\""27.6MB\""><br> <input type=\""hidden\"" name=\""id\"" value=\""188.138.9.232\""><div align=\""center\""> <input type=\""image\"" alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" width=\""184\""></div></form>"
